Batch-1	64.51860046386719
Batch-2	35.900360107421875
Batch-3	84.2818374633789
Batch-4	46.794776916503906
Batch-5	62.3835563659668
Batch-6	153.4490509033203
Batch-7	87.41666412353516
Batch-8	107.17835235595703
Batch-9	81.27241516113281
Batch-10	39.37763214111328
Batch-11	48.209815979003906
Batch-12	115.52494049072266
Batch-13	202.77772521972656
Batch-14	43.24449920654297
Batch-15	115.25071716308594
Batch-16	404.3085021972656
Batch-17	92.25096893310547
Batch-18	164.58558654785156
Batch-19	58.160709381103516
Batch-20	115.05513000488281
Batch-21	56.9112434387207
Batch-22	84.69934844970703
Batch-23	373.52130126953125
Batch-24	48.74668502807617
Batch-25	84.83625030517578
Batch-26	31.573862075805664
Batch-27	64.45915985107422
Batch-28	378.7772521972656
Batch-29	948.087158203125
Batch-30	56.96220397949219
Batch-31	156.325439453125
Batch-32	183.95736694335938
Batch-33	995.037109375
Batch-34	200.97801208496094
Batch-35	123.48040771484375
Batch-36	57.20047378540039
Batch-37	137.3125
Batch-38	72.28145599365234
Batch-39	152.37255859375
Batch-40	39.16438293457031
Batch-41	77.26167297363281
Batch-42	190.05482482910156
Batch-43	275.9725036621094
Batch-44	35.379371643066406
Batch-45	35.78280258178711
Batch-46	364.1510314941406
Batch-47	87.58527374267578
Batch-48	62.187744140625
Batch-49	166.3089599609375
Batch-50	113.165283203125
Batch-51	106.84356689453125
Batch-52	264.178955078125
Batch-53	141.07386779785156
Batch-54	86.09607696533203
Batch-55	49.02116775512695
Batch-56	108.0416259765625
Batch-57	75.94547271728516
Batch-58	82.76447296142578
Batch-59	154.00901794433594
Batch-60	239.98468017578125
Batch-61	140.7363739013672
Batch-62	174.48928833007812
Batch-63	369.8310852050781
Batch-64	134.48594665527344
Batch-65	55.39427947998047
Batch-66	568.3037719726562
Batch-67	86.80477905273438
Batch-68	46.40585708618164
Batch-69	43.297607421875
Batch-70	144.14215087890625
Batch-71	55.27619934082031
Batch-72	99.90901947021484
Batch-73	144.47705078125
Batch-74	90.12781524658203
Batch-75	99.59845733642578
Batch-76	81.1072998046875
Batch-77	472.281005859375
Batch-78	56.61518859863281
Batch-79	45.75593948364258
Batch-80	85.42888641357422
Batch-81	59.2467155456543
Batch-82	240.44113159179688
Batch-83	89.50129699707031
Batch-84	270.8548278808594
Batch-85	172.2882537841797
Batch-86	196.0319061279297
Batch-87	74.03787994384766
Batch-88	50.704246520996094
Batch-89	81.88835906982422
Batch-90	73.18281555175781
Batch-91	639.8740234375
Batch-92	98.00846862792969
Batch-93	115.52014923095703
Batch-94	90.88872528076172
Batch-95	74.80196380615234
Batch-96	126.46147155761719
Batch-97	33.68634033203125
Batch-98	86.46128845214844
Batch-99	97.83136749267578
Batch-100	61.6838493347168
Batch-101	307.69580078125
Batch-102	55.70649719238281
Batch-103	78.96752166748047
Batch-104	108.2957534790039
Batch-105	73.16544342041016
Batch-106	39.81615447998047
Batch-107	330.03985595703125
Batch-108	226.23593139648438
Batch-109	113.20813751220703
Batch-110	157.3612518310547
Batch-111	133.3968048095703
Batch-112	517.7093505859375
Batch-113	117.0508041381836
Batch-114	37.17320251464844
Batch-115	115.65849304199219
