1	0.1301418109927145	0.3214	0.1111	0.3214
2	0.30323548373132336	0.6471	0.3200	0.5686
3	0.22220129826605436	0.5185	0.2692	0.4815
4	0.15419694450950006	0.2979	0.1522	0.2766
5	0.24563225820116633	0.4828	0.2500	0.4483
6	0.13453642880444316	0.4737	0.1667	0.3684
7	0.03740799221298568	0.2941	0.0625	0.2941
8	0.1544544711555124	0.3095	0.1951	0.2857
9	0.021467590622154285	0.0833	0.0286	0.0833
10	0.18433035048454044	0.5263	0.1176	0.4211
11	0.10389003795432726	0.3125	0.1333	0.2500
12	0.16229609446455584	0.2857	0.2059	0.2857
13	0.09943925219809428	0.3077	0.1200	0.2692
14	0.33644364905184276	0.5818	0.3396	0.5818
15	0.08044665239951271	0.2286	0.0882	0.2000
16	0.23307222429174435	0.4938	0.2025	0.3951
17	0.2289936896589348	0.5000	0.3478	0.5000
18	0.13043675719357767	0.2667	0.1429	0.2667
19	0.1874758503947939	0.4516	0.2069	0.4516
20	0.4375473402207393	0.6471	0.3750	0.6471
21	0.03746843681260385	0.3077	0.0000	0.1538
22	0.18698911694485887	0.4407	0.1754	0.4068
23	0.016934047740497327	0.1333	0.0000	0.1333
24	0.31085840619003885	0.5000	0.3684	0.5000
25	0.2784008494689266	0.5000	0.3636	0.4706
26	0.34973270120758976	0.6400	0.4348	0.6400
27	0	0.0000	0.0000	0.0000
28	0.16302348978754738	0.4138	0.1481	0.4138
29	0.030960545836286033	0.1127	0.0580	0.1127
30	0.08242789550266572	0.3250	0.0513	0.2500
31	0.12174019805816673	0.3158	0.1290	0.2947
32	0.280866275141966	0.6122	0.2979	0.5714
33	0.08577023841330011	0.3077	0.1587	0.2769
34	0.06348455334176982	0.2000	0.1111	0.2000
35	0.10147661075684161	0.3077	0.1348	0.2637
36	0.21218926479336972	0.4810	0.2597	0.4557
37	0.17207438449352694	0.3636	0.1935	0.3636
38	0.12171428550876759	0.3158	0.1720	0.3158
39	0.05731930621373995	0.2456	0.0727	0.2456
40	0.03694056141291671	0.2500	0.1290	0.2500
